"","mgi_symbol","eventID","AS_type","chromosome_name","band"
"625","Slc25a39","ENSMUSG00000018677;AF:11:102406654-102407238:102407383:102406654-102407390:102407463:-","AF","11","qD"
"626","Slc25a39","ENSMUSG00000018677;AF:11:102406654-102407238:102407383:102406654-102407390:102407489:-","AF","11","qD"
"627","Slc25a39","ENSMUSG00000018677;AF:11:102406654-102407250:102407315:102406654-102407390:102407456:-","AF","11","qD"
"628","Slc25a39","ENSMUSG00000018677;AF:11:102406654-102407250:102407315:102406654-102407390:102407463:-","AF","11","qD"
"629","Slc25a39","ENSMUSG00000018677;AF:11:102406654-102407250:102407315:102406654-102407390:102407489:-","AF","11","qD"
"630","Slc25a39","ENSMUSG00000018677;AF:11:102406654-102407250:102407315:102406654-102407390:102407544:-","AF","11","qD"
"631","Slc25a39","ENSMUSG00000018677;AF:11:102406654-102407250:102407315:102406654-102407778:102407946:-","AF","11","qD"
"632","Lsp1","ENSMUSG00000018819;AF:7:142471872:142472364-142484479:142483404:142483447-142484479:+","AF","7","qF5"
"633","Slfn3","ENSMUSG00000018986;AF:11:83191330:83191408-83212544:83208796:83210223-83212544:+","AF","11","qC"
"634","Gdpd2","ENSMUSG00000019359;AF:X:100729873:100730067-100732072:100730186:100730371-100732072:+","AF","X","qC3"
"635","Sec14l4","ENSMUSG00000019368;AF:11:4031613:4031661-4035123:4031783:4031899-4035123:+","AF","11","qA1"
"636","Cd164","ENSMUSG00000019818;AF:10:41519892:41519950-41521918:41520044:41520384-41521918:+","AF","10","qB1"
"637","Utrn","ENSMUSG00000019820;AF:10:12765332-12813446:12813615:12765332-12826769:12826938:-","AF","10","qA1"
"638","Pkib","ENSMUSG00000019876;AF:10:57632056:57632207-57652082:57640960:57641101-57652082:+","AF","10","qB4"
"639","Pkib","ENSMUSG00000019876;AF:10:57632124:57632207-57652082:57640960:57641101-57652082:+","AF","10","qB4"
"640","Atp2b1","ENSMUSG00000019943;AF:10:98914406:98914793-98968694:98915152:98915371-98968694:+","AF","10","qC3"
"641","Tmpo","ENSMUSG00000019961;AF:10:91166069-91170286:91170462:91166069-91171038:91171552:-","AF","10","qC2"
"642","Tmpo","ENSMUSG00000019961;AF:10:91166069-91170286:91170462:91166069-91171038:91171578:-","AF","10","qC2"
"643","Tmpo","ENSMUSG00000019961;AF:10:91166069-91170286:91170462:91166069-91171038:91171582:-","AF","10","qC2"
"644","Sgk1","ENSMUSG00000019970;AF:10:21992223:21992407-21994966:21993890:21994181-21994966:+","AF","10","qA3"
"645","Tmcc3","ENSMUSG00000020023;AF:10:94550852:94551026-94578423:94575257:94575427-94578423:+","AF","10","qC2"
"646","Tmcc3","ENSMUSG00000020023;AF:10:94550852:94551026-94578423:94576263:94576452-94578423:+","AF","10","qC2"
"647","Pbld2","ENSMUSG00000020072;AF:10:63024315:63024465-63039089:63024512:63024736-63039089:+","AF","10","qB4"
"648","Ddx50","ENSMUSG00000020076;AF:10:62647201-62647534:62647781:62647201-62651025:62651218:-","AF","10","qB4"
"649","Sgpl1","ENSMUSG00000020097;AF:10:61146331-61147523:61147604:61146331-61147616:61147676:-","AF","10","qB4"
"650","Cand1","ENSMUSG00000020114;AF:10:119227546-119239152:119239303:119227546-119239641:119240055:-","AF","10","qD2"
"651","Plek","ENSMUSG00000020120;AF:11:16995355-17002814:17002999:16995355-17052183:17052381:-","AF","11","qA2"
"652","Hcfc2","ENSMUSG00000020246;AF:10:82696160:82696207-82700919:82699007:82699306-82700919:+","AF","10","qC1"
"653","Acsl6","ENSMUSG00000020333;AF:11:54314896:54315207-54320152:54319856:54319985-54320152:+","AF","11","qB1.3"
"654","Mgat1","ENSMUSG00000020346;AF:11:49247483:49247531-49251550:49250565:49250655-49251550:+","AF","11","qB1.2"
"655","Upp1","ENSMUSG00000020407;AF:11:9118507:9118660-9119374:9118787:9118867-9119374:+","AF","11","qA1"
"656","Septin4","ENSMUSG00000020486;AF:11:87581041:87581225-87583318:87582209:87582275-87583318:+","AF","11","qC"
"657","Sypl","ENSMUSG00000020570;AF:12:32954247:32954359-32965373:32954559:32954982-32965373:+","AF","12","qA3"
"658","Pik3cg","ENSMUSG00000020573;AF:12:32205998-32208162:32208470:32205998-32208518:32208611:-","AF","12","qA3"
"659","Pik3cg","ENSMUSG00000020573;AF:12:32205998-32208162:32208470:32205998-32208518:32208659:-","AF","12","qA3"
"660","1700012B07Rik","ENSMUSG00000020617;AF:11:109813746-109814012:109814074:109813746-109827838:109828022:-","AF","11","qE1"
"661","Kif3c","ENSMUSG00000020668;AF:12:3365190:3367531-3387552:3387381:3387454-3387552:+","AF","12","qA1.1"
"662","Cdc27","ENSMUSG00000020687;AF:11:104536670-104550363:104550392:104536670-104550478:104550620:-","AF","11","qE1"
"663","Pafah1b1","ENSMUSG00000020745;AF:11:74699520-74723116:74723171:74699520-74723200:74723858:-","AF","11","qB5"
"664","Pafah1b1","ENSMUSG00000020745;AF:11:74699520-74723116:74723171:74699520-74723999:74724670:-","AF","11","qB5"
"665","Spag9","ENSMUSG00000020859;AF:11:94043570:94043666-94048408:94044268:94044525-94048408:+","AF","11","qD"
"666","Dlg4","ENSMUSG00000020886;AF:11:70018861:70018949-70026923:70023920:70024111-70026923:+","AF","11","qB3"
"667","Dlg4","ENSMUSG00000020886;AF:11:70027788:70028158-70030399:70029525:70029708-70030399:+","AF","11","qB3"
"668","Per1","ENSMUSG00000020893;AF:11:69095217:69095303-69100509:69098948:69099008-69100509:+","AF","11","qB3"
"669","Prorp","ENSMUSG00000021023;AF:12:55299577:55299666-55306339:55302637:55304884-55306339:+","AF","12","qC1"
"670","Nin","ENSMUSG00000021068;AF:12:70102854-70111854:70111920:70102854-70113474:70113717:-","AF","12","qC2"
"671","Rps6ka5","ENSMUSG00000021180;AF:12:100678589-100712778:100713080:100678589-100724477:100724501:-","AF","12","qE"
"672","Rps6ka5","ENSMUSG00000021180;AF:12:100678589-100712778:100713080:100678589-100724781:100725028:-","AF","12","qE"
"673","Rps6ka5","ENSMUSG00000021180;AF:12:100678589-100712778:100713080:100678589-100724781:100725120:-","AF","12","qE"
"674","Rps6ka5","ENSMUSG00000021180;AF:12:100678589-100712778:100713080:100678589-100726829:100726944:-","AF","12","qE"
"675","Rps6ka5","ENSMUSG00000021180;AF:12:100678589-100724477:100724501:100678589-100724781:100725028:-","AF","12","qE"
"676","Asb2","ENSMUSG00000021200;AF:12:103335976-103336655:103336734:103335976-103338077:103338373:-","AF","12","qE"
"677","Entpd5","ENSMUSG00000021236;AF:12:84399412-84400830:84400934:84399412-84405406:84405476:-","AF","12","qD1"
"678","Ripk1","ENSMUSG00000021408;AF:13:34002400:34002706-34009601:34002874:34002953-34009601:+","AF","13","qA3.3"
"679","Nsd1","ENSMUSG00000021488;AF:13:55210735:55211065-55213204:55211819:55212000-55213204:+","AF","13","qB1"
"680","Smad5","ENSMUSG00000021540;AF:13:56703052:56703576-56723429:56703668:56703812-56723429:+","AF","13","qB1"
"681","Hnrnpk","ENSMUSG00000021546;AF:13:58400417-58401110:58401265:58400417-58402064:58402141:-","AF","13","qB1"
"682","Hnrnpk","ENSMUSG00000021546;AF:13:58400417-58401367:58401393:58400417-58402064:58402141:-","AF","13","qB1"
"683","Hnrnpk","ENSMUSG00000021546;AF:13:58400417-58401535:58401570:58400417-58402064:58402110:-","AF","13","qB1"
"684","Hnrnpk","ENSMUSG00000021546;AF:13:58400417-58401535:58401570:58400417-58402064:58402115:-","AF","13","qB1"
"685","Hnrnpk","ENSMUSG00000021546;AF:13:58400417-58401535:58401570:58400417-58402064:58402116:-","AF","13","qB1"
"686","Hnrnpk","ENSMUSG00000021546;AF:13:58400417-58401535:58401570:58400417-58402064:58402141:-","AF","13","qB1"
"687","Hnrnpk","ENSMUSG00000021546;AF:13:58400417-58401535:58401570:58400417-58402064:58402142:-","AF","13","qB1"
"688","Hnrnpk","ENSMUSG00000021546;AF:13:58400417-58402064:58402142:58400417-58402393:58402516:-","AF","13","qB1"
"689","Atxn7","ENSMUSG00000021738;AF:14:13995007:13995095-14013073:14012491:14012750-14013073:+","AF","14","qA1"
"690","Dlg5","ENSMUSG00000021782;AF:14:24202366-24244812:24244865:24202366-24245147:24245920:-","AF","14","qA3"
"691","Prxl2a","ENSMUSG00000021792;AF:14:41004203-41006798:41006976:41004203-41013626:41013771:-","AF","14","qB"
"692","Hacl1","ENSMUSG00000021884;AF:14:31640598-31640789:31640944:31640598-31641166:31641286:-","AF","14","qB"
"693","Bnip3l","ENSMUSG00000022051;AF:14:66999704-66999814:66999905:66999704-67008688:67008877:-","AF","14","qD1"
"694","Dmtn","ENSMUSG00000022099;AF:14:70618408-70626739:70627054:70618408-70628920:70628999:-","AF","14","qD2"
"695","Dok2","ENSMUSG00000022102;AF:14:70776178:70776273-70776816:70776363:70776432-70776816:+","AF","14","qD2"
"696","Rcbtb2","ENSMUSG00000022106;AF:14:73142536:73142593-73151533:73143110:73143188-73151533:+","AF","14","qD3"
"697","Rcbtb2","ENSMUSG00000022106;AF:14:73143062:73143188-73151533:73143400:73143830-73151533:+","AF","14","qD3"
"698","Itm2b","ENSMUSG00000022108;AF:14:73368427-73369003:73369124:73368427-73375804:73375945:-","AF","14","qD3"
"699","Fbxl3","ENSMUSG00000022124;AF:14:103095541-103098769:103098975:103095541-103099162:103099554:-","AF","14","qE2.3"
"700","Dab2","ENSMUSG00000022150;AF:15:6299832:6299899-6416806:6386777:6386932-6416806:+","AF","15","qA1"
"701","Dab2","ENSMUSG00000022150;AF:15:6299832:6299899-6416806:6389050:6389164-6416806:+","AF","15","qA1"
"702","Haus4","ENSMUSG00000022177;AF:14:54552210-54553870:54553978:54552210-54554175:54554445:-","AF","14","qC2"
"703","Haus4","ENSMUSG00000022177;AF:14:54552210-54553870:54553978:54552210-54554175:54554616:-","AF","14","qC2"
"704","Pdzd2","ENSMUSG00000022197;AF:15:12458299-12549236:12549877:12458299-12592081:12592556:-","AF","15","qA1"
"705","Cmbl","ENSMUSG00000022235;AF:15:31565389:31565501-31581840:31568791:31568939-31581840:+","AF","15","qB2"
"706","Cmbl","ENSMUSG00000022235;AF:15:31565389:31565501-31581840:31572105:31572253-31581840:+","AF","15","qB2"
"707","Brix1","ENSMUSG00000022247;AF:15:10483406-10485351:10485385:10483406-10485735:10485947:-","AF","15","qA1"
"708","St13","ENSMUSG00000022403;AF:15:81392322-81399307:81399383:81392322-81399485:81399594:-","AF","15","qE1"
"709","St13","ENSMUSG00000022403;AF:15:81392322-81399307:81399383:81392322-81399485:81400043:-","AF","15","qE1"
"710","Enpp2","ENSMUSG00000022425;AF:15:54919698-54919929:54920018:54919698-54952548:54952892:-","AF","15","qD1"
"711","Enpp2","ENSMUSG00000022425;AF:15:54919698-54919929:54920125:54919698-54952548:54952892:-","AF","15","qD1"
"712","Samm50","ENSMUSG00000022437;AF:15:84200049:84200717-84202230:84200787:84201284-84202230:+","AF","15","qE2"
"713","Adck5","ENSMUSG00000022550;AF:15:76576412:76576494-76587758:76584524:76584634-76587758:+","AF","15","qD3"
"714","Scrib","ENSMUSG00000022568;AF:15:76050112-76050479:76050632:76050112-76050680:76050786:-","AF","15","qD3"
"715","Cep97","ENSMUSG00000022604;AF:16:55930608-55933837:55934480:55930608-55934753:55934854:-","AF","16","qC1.1"
"716","Ptk2","ENSMUSG00000022607;AF:15:73242477-73242868:73243016:73242477-73243035:73243247:-","AF","15","qD3"
"717","Zbtb20","ENSMUSG00000022708;AF:16:43363048:43363176-43462947:43364204:43364263-43462947:+","AF","16","qB4"
"718","Usp7","ENSMUSG00000022710;AF:16:8716619-8721615:8721656:8716619-8738204:8738420:-","AF","16","qA1"
"719","Thap7","ENSMUSG00000022760;AF:16:17528740-17528935:17529148:17528740-17530778:17531052:-","AF","16","qA3"
"720","Thap7","ENSMUSG00000022760;AF:16:17528740-17530230:17530681:17528740-17530778:17531052:-","AF","16","qA3"
"721","Fgd4","ENSMUSG00000022788;AF:16:16504216-16527249:16527411:16504216-16560037:16560219:-","AF","16","qA2-qA3"
"722","Fgd4","ENSMUSG00000022788;AF:16:16504216-16560037:16560211:16504216-16600232:16600345:-","AF","16","qA2-qA3"
"723","Tnk2","ENSMUSG00000022791;AF:16:32658925:32659082-32663739:32661222:32661575-32663739:+","AF","16","qB3"
"724","Tfrc","ENSMUSG00000022797;AF:16:32608983:32609036-32613168:32609250:32609356-32613168:+","AF","16","qB3"
"725","Fyttd1","ENSMUSG00000022800;AF:16:32877807:32877996-32884124:32878130:32878150-32884124:+","AF","16","qB3"
"726","Abcc5","ENSMUSG00000022822;AF:16:20422485-20425848:20425986:20422485-20426248:20426354:-","AF","16","qA3"
"727","Fetub","ENSMUSG00000022871;AF:16:22918382:22918590-22929075:22921745:22921875-22929075:+","AF","16","qB1"
"728","Adamts1","ENSMUSG00000022893;AF:16:85800436-85801243:85801481:85800436-85801978:85803113:-","AF","16","qC3.3"
"729","Pigp","ENSMUSG00000022940;AF:16:94370192-94370366:94370694:94370192-94371744:94371842:-","AF","16","qC4"
"730","Pigp","ENSMUSG00000022940;AF:16:94370192-94370605:94370712:94370192-94371744:94371842:-","AF","16","qC4"
"731","Setd4","ENSMUSG00000022948;AF:16:93586317-93586425:93586609:93586317-93587819:93587904:-","AF","16","qC4"
"732","Setd4","ENSMUSG00000022948;AF:16:93586317-93586425:93586609:93586317-93587819:93589071:-","AF","16","qC4"
"733","Prpf40b","ENSMUSG00000023007;AF:15:99295895:99295910-99304041:99303284:99303363-99304041:+","AF","15","qF1"
"734","Csad","ENSMUSG00000023044;AF:15:102188962-102192017:102192059:102188962-102203137:102203454:-","AF","15","qF2"
"735","Csad","ENSMUSG00000023044;AF:15:102188962-102192017:102192059:102188962-102203696:102203724:-","AF","15","qF2"
"736","Csad","ENSMUSG00000023044;AF:15:102188962-102192017:102192059:102188962-102204139:102204245:-","AF","15","qF2"
"737","Map3k12","ENSMUSG00000023050;AF:15:102510005-102510584:102510792:102510005-102516788:102516816:-","AF","15","qF3"
"738","Gtf2ird1","ENSMUSG00000023079;AF:5:134417181-134456112:134456256:134417181-134456509:134456589:-","AF","5","qG2"
"739","Frs3","ENSMUSG00000023266;AF:17:47689030:47689098-47697191:47695198:47695272-47697191:+","AF","17","qC"
"740","Pisd","ENSMUSG00000023452;AF:5:32739373-32740624:32740854:32739373-32742210:32742475:-","AF","5","qB1"
"741","Sfi1","ENSMUSG00000023764;AF:11:3170704-3176378:3176466:3170704-3177427:3177493:-","AF","11","qA1"
"742","Pigx","ENSMUSG00000023791;AF:16:32092485-32097000:32097525:32092485-32099476:32099704:-","AF","16","qB2"
"743","Pde10a","ENSMUSG00000023868;AF:17:8525372:8525815-8898861:8801779:8802145-8898861:+","AF","17","qA1"
"744","Slc29a1","ENSMUSG00000023942;AF:17:45590338-45592179:45592262:45590338-45595482:45595556:-","AF","17","qC"
"745","Slc29a1","ENSMUSG00000023942;AF:17:45590338-45592179:45592262:45590338-45599473:45599606:-","AF","17","qC"
"746","Slc29a1","ENSMUSG00000023942;AF:17:45592261-45595482:45595572:45592261-45595878:45595903:-","AF","17","qC"
"747","Slc29a1","ENSMUSG00000023942;AF:17:45592261-45595482:45595572:45592261-45599473:45599603:-","AF","17","qC"
"748","Slc29a1","ENSMUSG00000023942;AF:17:45593432-45593556:45593640:45593432-45595482:45595543:-","AF","17","qC"
"749","Hsp90ab1","ENSMUSG00000023944;AF:17:45571911-45572434:45572555:45571911-45573167:45573255:-","AF","17","qC"
"750","Gtpbp2","ENSMUSG00000023952;AF:17:46161111:46161326-46164194:46163318:46163509-46164194:+","AF","17","qC"
"751","Brd4","ENSMUSG00000024002;AF:17:32229735-32284063:32284133:32229735-32284518:32284722:-","AF","17","qB1"
"752","Stk38","ENSMUSG00000024006;AF:17:28979305-28979720:28980329:28979305-28982032:28982186:-","AF","17","qA3.3"
"753","Stk38","ENSMUSG00000024006;AF:17:28979305-28979720:28980329:28979305-28982032:28983746:-","AF","17","qA3.3"
"754","Mtch1","ENSMUSG00000024012;AF:17:29342907-29347121:29347293:29342907-29347467:29347516:-","AF","17","qA3.3"
"755","Slc37a1","ENSMUSG00000024036;AF:17:31295483:31295754-31300290:31296215:31296915-31300290:+","AF","17","qB1"
"756","Wiz","ENSMUSG00000024050;AF:17:32387817-32388604:32388644:32387817-32388818:32389116:-","AF","17","qB1"
"757","Clip4","ENSMUSG00000024059;AF:17:71768473:71768540-71789868:71769700:71769910-71789868:+","AF","17","qE1.3"
"758","Clip4","ENSMUSG00000024059;AF:17:71768473:71768540-71789868:71782617:71782850-71789868:+","AF","17","qE1.3"
"759","Atp6v0c","ENSMUSG00000024121;AF:17:24164882-24168715:24169066:24164882-24169603:24169702:-","AF","17","qA3.3"
"760","Spsb3","ENSMUSG00000024160;AF:17:24886759:24887105-24887780:24887165:24887588-24887780:+","AF","17","qA3.3"
"761","Cuta","ENSMUSG00000024194;AF:17:26939092-26939317:26939423:26939092-26939451:26939543:-","AF","17","qA3.3"
"762","Nudt3","ENSMUSG00000024213;AF:17:27596834-27622332:27622393:27596834-27623087:27623263:-","AF","17","qA3.3"
"763","Nudt3","ENSMUSG00000024213;AF:17:27596834-27622332:27622393:27596834-27623087:27623495:-","AF","17","qA3.3"
"764","Cul2","ENSMUSG00000024231;AF:18:3382988:3383172-3399846:3383232:3383397-3399846:+","AF","18","qA1"
"765","Wac","ENSMUSG00000024283;AF:18:7868845:7869091-7869991:7869197:7869615-7869991:+","AF","18","qA1"
"766","Wac","ENSMUSG00000024283;AF:18:7868845:7869091-7869991:7869241:7869615-7869991:+","AF","18","qA1"
"767","Wac","ENSMUSG00000024283;AF:18:7868845:7869091-7869991:7869530:7869615-7869991:+","AF","18","qA1"
"768","Zfp871","ENSMUSG00000024298;AF:17:32777527-32787283:32787547:32777527-32788138:32788287:-","AF","17","qB1"
"769","Sting1","ENSMUSG00000024349;AF:18:35739577-35739925:35739942:35739577-35740307:35740479:-","AF","18","qB2"
"770","Csnk2b","ENSMUSG00000024387;AF:17:35120527-35121122:35121173:35120527-35121311:35121429:-","AF","17","qB1"
"771","Bag6","ENSMUSG00000024392;AF:17:35135486:35135628-35136115:35135744:35135813-35136115:+","AF","17","qB1"
"772","Nr3c1","ENSMUSG00000024431;AF:18:39487245-39489745:39489846:39487245-39490568:39490674:-","AF","18","qB3"
"773","Nr3c1","ENSMUSG00000024431;AF:18:39487245-39489745:39489846:39487245-39491072:39491301:-","AF","18","qB3"
"774","Nr3c1","ENSMUSG00000024431;AF:18:39487245-39489745:39489846:39487245-39491086:39491299:-","AF","18","qB3"
"775","Nr3c1","ENSMUSG00000024431;AF:18:39487245-39489745:39489846:39487245-39519163:39519421:-","AF","18","qB3"
"776","Mrps18b","ENSMUSG00000024436;AF:17:35914804-35915901:35916203:35914804-35916292:35916337:-","AF","17","qB1"
"777","Ankhd1","ENSMUSG00000024483;AF:18:36600800:36600875-36611800:36606193:36606215-36611800:+","AF","18","qB2"
"778","Fech","ENSMUSG00000024588;AF:18:64483457-64488750:64488941:64483457-64489291:64489430:-","AF","18","qE1"
"779","Fech","ENSMUSG00000024588;AF:18:64483457-64488901:64489034:64483457-64489291:64489430:-","AF","18","qE1"
"780","Fech","ENSMUSG00000024588;AF:18:64483457-64488901:64489100:64483457-64489291:64489430:-","AF","18","qE1"
"781","Syvn1","ENSMUSG00000024807;AF:19:6046638:6046981-6047917:6047080:6047330-6047917:+","AF","19","qA"
"782","Syvn1","ENSMUSG00000024807;AF:19:6046638:6046981-6047917:6047104:6047128-6047917:+","AF","19","qA"
"783","Tjp2","ENSMUSG00000024812;AF:19:24138832-24146813:24147067:24138832-24173955:24174189:-","AF","19","qB"
"784","Tjp2","ENSMUSG00000024812;AF:19:24138832-24173955:24174189:24138832-24224851:24225026:-","AF","19","qB"
"785","Slc25a45","ENSMUSG00000024818;AF:19:5877808:5878095-5879849:5878628:5878691-5879849:+","AF","19","qA"
"786","Dpf2","ENSMUSG00000024826;AF:19:5907161-5912741:5912769:5907161-5912982:5913010:-","AF","19","qA"
"787","Yif1a","ENSMUSG00000024875;AF:19:5088538:5088748-5089419:5088928:5089197-5089419:+","AF","19","qA"
"788","Yif1a","ENSMUSG00000024875;AF:19:5088545:5088748-5089419:5088928:5089197-5089419:+","AF","19","qA"
"789","Yif1a","ENSMUSG00000024875;AF:19:5088555:5088748-5089419:5088928:5089197-5089419:+","AF","19","qA"
"790","Yif1a","ENSMUSG00000024875;AF:19:5088560:5088748-5089419:5088928:5089197-5089419:+","AF","19","qA"
"791","Smarca2","ENSMUSG00000024921;AF:19:26729999:26730150-26751824:26745209:26745309-26751824:+","AF","19","qC1"
"792","Smarca2","ENSMUSG00000024921;AF:19:26729999:26730150-26751824:26748427:26748503-26751824:+","AF","19","qC1"
"793","Smarca2","ENSMUSG00000024921;AF:19:26729999:26730150-26751824:26748443:26748537-26751824:+","AF","19","qC1"
"794","Smarca2","ENSMUSG00000024921;AF:19:26729999:26730150-26751824:26748514:26748952-26751824:+","AF","19","qC1"
"795","Smarca2","ENSMUSG00000024921;AF:19:26729999:26730150-26751824:26749711:26749947-26751824:+","AF","19","qC1"
"796","Smarca2","ENSMUSG00000024921;AF:19:26729999:26730150-26751824:26749822:26749942-26751824:+","AF","19","qC1"
"797","Smarca2","ENSMUSG00000024921;AF:19:26729999:26730150-26751824:26750318:26750708-26751824:+","AF","19","qC1"
"798","Smarca2","ENSMUSG00000024921;AF:19:26748189:26748340-26749852:26748406:26748952-26749852:+","AF","19","qC1"
"799","Smarca2","ENSMUSG00000024921;AF:19:26748189:26748340-26749852:26748425:26748446-26749852:+","AF","19","qC1"
"800","Gpam","ENSMUSG00000024978;AF:19:55097627-55099329:55099451:55097627-55127014:55127238:-","AF","19","qD2"
"801","Smndc1","ENSMUSG00000025024;AF:19:53389422-53389863:53390041:53389422-53390416:53390578:-","AF","19","qD2"
"802","Add3","ENSMUSG00000025026;AF:19:53140477:53140714-53216801:53141597:53141664-53216801:+","AF","19","qD2"
"803","Add3","ENSMUSG00000025026;AF:19:53140477:53140714-53216801:53142756:53143089-53216801:+","AF","19","qD2"
"804","Add3","ENSMUSG00000025026;AF:19:53140477:53140714-53216801:53142974:53143089-53216801:+","AF","19","qD2"
"805","Add3","ENSMUSG00000025026;AF:19:53140503:53140714-53216801:53142756:53143089-53216801:+","AF","19","qD2"
"806","Add3","ENSMUSG00000025026;AF:19:53140517:53140714-53203414:53143005:53143089-53203414:+","AF","19","qD2"
"807","Add3","ENSMUSG00000025026;AF:19:53143997:53144018-53203414:53194953:53195027-53203414:+","AF","19","qD2"
"808","Xpnpep1","ENSMUSG00000025027;AF:19:53032097-53034858:53035392:53032097-53038514:53040214:-","AF","19","qD2"
"809","Dclre1a","ENSMUSG00000025077;AF:19:56547703-56547974:56548026:56547703-56548187:56548222:-","AF","19","qD2"
"810","Ablim1","ENSMUSG00000025085;AF:19:57173459-57182226:57182308:57173459-57239177:57239861:-","AF","19","qD2"
"811","Ablim1","ENSMUSG00000025085;AF:19:57173459-57239177:57239329:57173459-57314693:57314911:-","AF","19","qD2"
"812","Ablim1","ENSMUSG00000025085;AF:19:57173459-57239177:57239329:57173459-57314693:57314919:-","AF","19","qD2"
"813","Gfra1","ENSMUSG00000025089;AF:19:58454594-58455021:58455161:58454594-58455198:58455398:-","AF","19","qD2"
"814","Gps1","ENSMUSG00000025156;AF:11:120784272:120784342-120785121:120784515:120784725-120785121:+","AF","11","qE2"
"815","Csnk1d","ENSMUSG00000025162;AF:11:120983343-120990782:120990871:120983343-120990935:120990987:-","AF","11","qE2"
"816","Csnk1d","ENSMUSG00000025162;AF:11:120983343-120990782:120990871:120983343-120990935:120991051:-","AF","11","qE2"
"817","Csnk1d","ENSMUSG00000025162;AF:11:120983343-120990782:120990871:120983343-120990935:120991092:-","AF","11","qE2"
"818","Csnk1d","ENSMUSG00000025162;AF:11:120983343-120990782:120990871:120983343-120990935:120991330:-","AF","11","qE2"
"819","Ldb1","ENSMUSG00000025223;AF:19:46036365-46039055:46039481:46036365-46044830:46045214:-","AF","19","qC3"
"820","Maged2","ENSMUSG00000025268;AF:X:150812314-150812422:150812461:150812314-150812671:150812968:-","AF","X","qF3"
"821","Maged2","ENSMUSG00000025268;AF:X:150812314-150812422:150812461:150812314-150812671:150813078:-","AF","X","qF3"
"822","Tro","ENSMUSG00000025272;AF:X:150655953-150657345:150657436:150655953-150657543:150657583:-","AF","X","qF3"
"823","Rps24","ENSMUSG00000025290;AF:14:24490729:24490758-24491750:24490767:24491024-24491750:+","AF","14","qA3"
"824","Dnajc14","ENSMUSG00000025354;AF:10:128804062:128804380-128806168:128805554:128805683-128806168:+","AF","10","qD3"
"825","Hdhd2","ENSMUSG00000025421;AF:18:76944127:76944185-76951113:76944437:76944527-76951113:+","AF","18","qE3"
"826","Agap2","ENSMUSG00000025422;AF:10:127075284:127075591-127082364:127078907:127080771-127082364:+","AF","10","qD3"
"827","Pias2","ENSMUSG00000025423;AF:18:77065208:77065419-77097249:77065819:77065907-77097249:+","AF","18","qE3"
"828","Fuom","ENSMUSG00000025466;AF:7:140101669-140101795:140101966:140101669-140102081:140102330:-","AF","7","qF4"
"829","Fuom","ENSMUSG00000025466;AF:7:140101669-140102081:140102306:140101669-140102307:140102376:-","AF","7","qF4"
"830","Rplp2","ENSMUSG00000025508;AF:7:141447370:141447707-141447908:141447712:141447741-141447908:+","AF","7","qF5"
"831","Shisa5","ENSMUSG00000025647;AF:9:109051159:109051453-109055978:109054863:109055007-109055978:+","AF","9","qF2"
"832","Shisa5","ENSMUSG00000025647;AF:9:109052854:109052980-109055978:109054863:109055007-109055978:+","AF","9","qF2"
"833","Arhgef9","ENSMUSG00000025656;AF:X:95131015-95165589:95166408:95131015-95196400:95196452:-","AF","X","qC3"
"834","Arhgef9","ENSMUSG00000025656;AF:X:95131015-95165589:95166408:95131015-95196410:95196505:-","AF","X","qC3"
"835","Arhgef9","ENSMUSG00000025656;AF:X:95131015-95165589:95166408:95131015-95196410:95196833:-","AF","X","qC3"
"836","Marchf8","ENSMUSG00000025702;AF:6:116376693:116376863-116392524:116386250:116386304-116392524:+","AF","6","qE3"
"837","Rhot2","ENSMUSG00000025733;AF:17:25844313-25844396:25844542:25844313-25844547:25844569:-","AF","17","qA3.3"
"838","Jade1","ENSMUSG00000025764;AF:3:41563607:41563916-41581195:41564854:41565003-41581195:+","AF","3","qB"
"839","Atp5c1","ENSMUSG00000025781;AF:2:10069727-10079620:10079859:10069727-10079904:10080322:-","AF","2","qA1"
"840","Atp5c1","ENSMUSG00000025781;AF:2:10069727-10079620:10079859:10069727-10080020:10080176:-","AF","2","qA1"
"841","Zdhhc3","ENSMUSG00000025786;AF:9:123100592-123112434:123112832:123100592-123112996:123113204:-","AF","9","qF4"
"842","Zdhhc3","ENSMUSG00000025786;AF:9:123100592-123112434:123112832:123100592-123112996:123113205:-","AF","9","qF4"
"843","Iscu","ENSMUSG00000025825;AF:5:113772803:113772944-113774263:113773025:113773096-113774263:+","AF","5","qF"
"844","Rb1cc1","ENSMUSG00000025907;AF:1:6206227:6206270-6227940:6214645:6214957-6227940:+","AF","1","qA1"
"845","Rb1cc1","ENSMUSG00000025907;AF:1:6206227:6206270-6227940:6215008:6215252-6227940:+","AF","1","qA1"
"846","Rb1cc1","ENSMUSG00000025907;AF:1:6214663:6214957-6227940:6215008:6215252-6227940:+","AF","1","qA1"
"847","Wdr12","ENSMUSG00000026019;AF:1:60097727-60097990:60098125:60097727-60098143:60098645:-","AF","1","qC2"
"848","Il1rl1","ENSMUSG00000026069;AF:1:40429570:40429630-40440628:40439776:40439856-40440628:+","AF","1","qB"
"849","Gls","ENSMUSG00000026103;AF:1:52220039-52232096:52232296:52220039-52232592:52233223:-","AF","1","qC1.1"
