"","mgi_symbol","eventID","AS_type","chromosome_name","band"
"561","Il15ra","ENSMUSG00000023206;AF:2:11705290:11705578-11718264:11705777:11705944-11718264:+","AF","2","qA1"
"562","0","ENSMUSG00000035310;AF:5:100485855-100498303:100498591:100485855-100500501:100500592:-","AF","0","NA"
"563","Dusp14","ENSMUSG00000018648;AF:11:84050920-84066985:84067080:84050920-84068481:84068579:-","AF","11","qC"
"564","Gpi1","ENSMUSG00000036427;AF:7:34229373-34229540:34229794:34229373-34230092:34230242:-","AF","7","qB1"
"565","Tbc1d14","ENSMUSG00000029192;AF:5:36572037-36574291:36574325:36572037-36582355:36582390:-","AF","5","qB3"
"566","Ly6h","ENSMUSG00000022577;AF:15:75566259-75566592:75566632:75566259-75566763:75567255:-","AF","15","qD3"
"567","Nxph1","ENSMUSG00000046178;AL:6:8950307-8951144:8952430:8950307-9247085:9249030:+","AL","6","qA1"
"568","Sult2a8","ENSMUSG00000030378;AF:7:14428050-14438456:14438561:14428050-14444870:14445046:-","AF","7","qA1"
"569","Kcnma1","ENSMUSG00000063142;MX:14:23386353-23390921:23391007-23435950:23386353-23425567:23425740-23435950:-","MX","14","qA3"
"570","Cep41","ENSMUSG00000029790;AF:6:30680194-30680345:30680533:30680194-30693637:30693700:-","AF","6","qA3.3"
"571","Znrf1","ENSMUSG00000033545;AF:8:111537487:111537564-111606747:111561840:111562235-111606747:+","AF","8","qE1"
"572","Eif4a2","ENSMUSG00000022884;AF:16:23107759:23107880-23108588:23107917:23107970-23108588:+","AF","16","qB1"
"573","Fbxo6","ENSMUSG00000055401;AF:4:148149666-148151088:148151908:148149666-148152013:148152140:-","AF","4","qE2"
"574","Rps14","ENSMUSG00000024608;AF:18:60774681:60774781-60776401:60775229:60775317-60776401:+","AF","18","qE1"
"575","Ahsg","ENSMUSG00000022868;AF:16:22892045:22892327-22894325:22892407:22892549-22894325:+","AF","16","qB1"
"576","Cabyr","ENSMUSG00000024430;AF:18:12740322:12740539-12744492:12741355:12741401-12744492:+","AF","18","qA1"
"577","Tcf7l2","ENSMUSG00000024985;SE:19:55923944-55924530:55924580-55931434:+","SE","19","qD2"
"578","Tsks","ENSMUSG00000059891;A5:7:44957753-44957856:44957721-44957856:+","A5","7","qB3"
"579","Tsks","ENSMUSG00000059891;A3:7:44951122-44951836:44951122-44951863:+","A3","7","qB3"
"580","Psmd11","ENSMUSG00000017428;AF:11:80428644:80428755-80431705:80429887:80429941-80431705:+","AF","11","qB5"
"581","Terb1","ENSMUSG00000052616;A5:8:104498095-104498493:104498095-104498533:-","A5","8","qD3"
"582","Trub2","ENSMUSG00000039826;AL:2:29777757:29777956-29779823:29778753:29778868-29779823:-","AL","2","qB"
"583","Znrf1","ENSMUSG00000033545;AF:8:111538465:111538703-111606747:111561840:111562235-111606747:+","AF","8","qE1"
"584","Enah","ENSMUSG00000022995;MX:1:181930762-181935660:181935716-181956394:181930762-181945041:181945052-181956394:-","MX","1","qH5"
"585","Pkm","ENSMUSG00000032294;AF:9:59656659:59656698-59665200:59657240:59657297-59665200:+","AF","9","qB"
"586","Fbxo44","ENSMUSG00000029001;AF:4:148158823-148159515:148159649:148158823-148159743:148159875:-","AF","4","qE2"
"587","Epb41l5","ENSMUSG00000026383;AF:1:119642658-119648354:119648624:119642658-119648785:119649000:-","AF","1","qE2.3"
"588","Tnpo1","ENSMUSG00000009470;AF:13:98890790-98890915:98891040:98890790-98926251:98926354:-","AF","13","qD1"
"589","Cadps","ENSMUSG00000054423;RI:14:12486525:12486593-12488981:12489104:-","RI","14","qA1"
"590","Tbc1d7","ENSMUSG00000021368;A5:13:43169947-43171309:43169947-43171329:-","A5","13","qA4"
"591","Wiz","ENSMUSG00000024050;AF:17:32387817-32388439:32388586:32387817-32388604:32388644:-","AF","17","qB1"
"592","Irf1","ENSMUSG00000018899;AL:11:53776053-53776313:53776378:53776053-53777372:53778374:+","AL","11","qB1.3"
"593","Dpm1","ENSMUSG00000078919;AF:2:168227502-168230193:168230362:168227502-168230389:168230591:-","AF","2","qH3"
"594","Smox","ENSMUSG00000027333;AF:2:131491764:131492036-131511984:131492264:131492483-131511984:+","AF","2","qF1"
"595","Kctd9","ENSMUSG00000034327;A5:14:67716384-67724558:67716181-67724558:+","A5","14","qD1"
"596","1110059E24Rik","ENSMUSG00000035171;AF:19:21598868-21604289:21604319:21598868-21652607:21652800:-","AF","19","qB"
"597","1110059E24Rik","ENSMUSG00000035171;AF:19:21598868-21604289:21604319:21598868-21652607:21652800:-","AF","19","qB"
"598","Nlrx1","ENSMUSG00000032109;AF:9:44265865-44267980:44268187:44265865-44268304:44268491:-","AF","9","qA5.1-qA5.2"
"599","Exoc3l4","ENSMUSG00000021280;SE:12:111417520-111417662:111417754-111418760:+","SE","12","qF1"
"600","Pcdh18","ENSMUSG00000037892;AF:3:49753625-49754378:49755464:49753625-49757035:49757325:-","AF","3","qC"
"601","Pcdh18","ENSMUSG00000037892;AL:3:49745271:49745274-49753284:49752421:49752598-49753284:-","AL","3","qC"
"602","Vrk1","ENSMUSG00000021115;AF:12:106025807:106026049-106036540:106030717:106030794-106036540:+","AF","12","qE"
"603","Stxbp6","ENSMUSG00000046314;AF:12:45019655-45074099:45074154:45019655-45074195:45074709:-","AF","12","qB3"
"604","Zfp346","ENSMUSG00000021481;AL:13:55113770-55122282:55122478:55113770-55132307:55132387:+","AL","13","qB1"
"605","Camk2g","ENSMUSG00000021820;AF:14:20764268-20764861:20764909:20764268-20765396:20765509:-","AF","14","qA3"
"606","Sirt4","ENSMUSG00000029524;AF:5:115483118-115484053:115484297:115483118-115484332:115484725:-","AF","5","qF"
"607","Fam184a","ENSMUSG00000019856;SE:10:53635434-53638177:53638281-53640945:-","SE","10","qB3"
"608","Spata6","ENSMUSG00000034401;AL:4:111774879-111777503:111778291:111774879-111779000:111779061:+","AL","4","qD1"
"609","Tmem116","ENSMUSG00000029452;AL:5:121494277-121494988:121495421:121494277-121523336:121524183:+","AL","5","qF"
"610","Erg","ENSMUSG00000040732;AF:16:95409952-95459228:95459245:95409952-95524527:95524603:-","AF","16","qC4"
"611","Rpap2","ENSMUSG00000033773;AF:5:107597717:107597860-107598522:107597982:107598085-107598522:+","AF","5","qF"
"612","Galk2","ENSMUSG00000027207;SE:2:125859377-125870326:125870461-125878278:+","SE","2","qF1"
"613","Txnrd2","ENSMUSG00000075704;AF:16:18426438:18426559-18429811:18428925:18429029-18429811:+","AF","16","qA3"
"614","Ypel4","ENSMUSG00000034059;SE:2:84736965-84737064:84737107-84737420:+","SE","2","qD"
"615","Wdfy1","ENSMUSG00000073643;SE:1:79719274-79722214:79722268-79733800:-","SE","1","qC4"
"616","Wdfy1","ENSMUSG00000073643;SE:1:79719274-79729656:79729710-79733800:-","SE","1","qC4"
"617","Tsc22d1","ENSMUSG00000022010;A3:14:76437815-76438936:76437815-76438947:+","A3","14","qD3"
"618","Krt80","ENSMUSG00000037185;AF:15:101364418-101367454:101367713:101364418-101368322:101368514:-","AF","15","qF1"
"619","Tatdn1","ENSMUSG00000050891;AL:15:58890155:58890697-58904734:58899931:58901070-58904734:-","AL","15","qD1"
"620","Rilpl1","ENSMUSG00000029392;MX:5:124493844-124495899:124495922-124501840:124493844-124496183:124496270-124501840:-","MX","5","qF"
"621","Cyth1","ENSMUSG00000017132;AF:11:118193697-118212649:118212742:118193697-118218959:118219025:-","AF","11","qE2"
"622","Terb1","ENSMUSG00000052616;SE:8:104452774-104465282:104465445-104468728:-","SE","8","qD3"
"623","Ipo4","ENSMUSG00000002319;SE:14:55634194-55634280:55634409-55635005:-","SE","14","qC3"
"624","Serpinb6a","ENSMUSG00000060147;A5:13:33931646-33935569:33931646-33935767:-","A5","13","qA3.3"
"625","Vmn1r6","ENSMUSG00000115701;RI:6:56997243:56997370-56997751:56997818:+","RI","6","qB3"
"626","Tardbp","ENSMUSG00000041459;AL:4:148616716:148616844-148617566:148616863:148617043-148617566:-","AL","4","qE2"
"627","Ift140","ENSMUSG00000024169;A5:17:25016904-25018761:25016136-25018761:+","A5","17","qA3.3"
"628","Syne2","ENSMUSG00000063450;AF:12:75818350:75818478-75854021:75852730:75853073-75854021:+","AF","12","qC3"
"629","Mndal","ENSMUSG00000090272;AL:1:173871378:173871545-173874351:173872878:173873019-173874351:-","AL","1","qH3"
"630","Ly6g6e","ENSMUSG00000013766;A5:17:35077962-35078059:35077934-35078059:+","A5","17","qB1"
"631","Xlr3a","ENSMUSG00000057836;AF:X:73095082-73096833:73096878:73095082-73096981:73097023:-","AF","X","qA7.3"
"632","Prph","ENSMUSG00000023484;RI:15:99056769:99056936-99057033:99057158:+","RI","15","qF1"
"633","Cln8","ENSMUSG00000026317;AF:8:14888045:14888076-14894572:14889359:14889417-14894572:+","AF","8","qA1.1"
"634","Brd1","ENSMUSG00000022387;AF:15:88717062-88718975:88719155:88717062-88729324:88730771:-","AF","15","qE3"
"635","Ttll10","ENSMUSG00000029074;AF:4:156050266-156050760:156050817:156050266-156058996:156059344:-","AF","4","qE2"
"636","Abcc5","ENSMUSG00000022822;AF:16:20422485-20425848:20425986:20422485-20426248:20426353:-","AF","16","qA3"
"637","Twf2","ENSMUSG00000023277;MX:9:106211897-106212256:106212351-106212938:106211897-106212732:106212836-106212938:+","MX","9","qF1"
"638","Rwdd2a","ENSMUSG00000032417;A5:9:86572088-86572837:86572057-86572837:+","A5","9","qE3.1"
"639","Suv39h1","ENSMUSG00000039231;AF:X:8072468-8074116:8074313:8072468-8074544:8074760:-","AF","X","qA1.1"
"640","Ncapg2","ENSMUSG00000042029;A5:12:116405491-116407198:116405461-116407198:+","A5","12","qF2"
"641","Dgki","ENSMUSG00000038665;SE:6:36975247-36994859:36994921-37000042:-","SE","6","qB1"
"642","Eps8l1","ENSMUSG00000006154;AF:7:4464493:4464656-4465359:4464742:4464760-4465359:+","AF","7","qA1"
"643","Cartpt","ENSMUSG00000021647;A3:13:99900079-99900476:99900040-99900476:-","A3","13","qD1"
"644","Celf4","ENSMUSG00000024268;SE:18:25486965-25491141:25491224-25496222:-","SE","18","qA2"
"645","Tpm1","ENSMUSG00000032366;MX:9:67031514-67031951:67032026-67032794:67031514-67032466:67032541-67032794:-","MX","9","qC"
"646","Pard6a","ENSMUSG00000005699;AF:8:105701148:105701286-105702174:105701649:105701803-105702174:+","AF","8","qD3"
"647","Serpinb6a","ENSMUSG00000060147;AF:13:33931646-33935767:33935848:33931646-34002466:34002786:-","AF","13","qA3.3"
"648","Slc35b3","ENSMUSG00000021432;AF:13:38955936-38960432:38960496:38955936-38960613:38960875:-","AF","13","qA3.3"
"649","Med21","ENSMUSG00000030291;AF:6:146642547:146642652-146649150:146647160:146648279-146649150:+","AF","6","qG3"
"650","Sigirr","ENSMUSG00000025494;AF:7:141094945-141096560:141096688:141094945-141100479:141100542:-","AF","7","qF4"
"651","Vmn1r89","ENSMUSG00000095629;A5:7:13213667-13218964:13213317-13218964:+","A5","7","qA1"
"652","Coq8a","ENSMUSG00000026489;AF:1:180182247-180195873:180195972:180182247-180199487:180199602:-","AF","1","qH4"
"653","Zfp532","ENSMUSG00000042439;AF:18:65581087:65581148-65582897:65582085:65582809-65582897:+","AF","18","qE1"
"654","Plekha6","ENSMUSG00000041757;AF:1:133181321:133181600-133259009:133246106:133246142-133259009:+","AF","1","qE4"
"655","Cpne8","ENSMUSG00000052560;AF:15:90649283-90649375:90649438:90649283-90679168:90679371:-","AF","15","qE3"
"656","Osbpl3","ENSMUSG00000029822;AF:6:50370358-50396856:50397150:50370358-50455825:50456161:-","AF","6","qB2.3"
"657","Espn","ENSMUSG00000028943;SE:4:152130961-152131052:152131294-152134161:-","SE","4","qE2"
"658","Nin","ENSMUSG00000021068;A5:12:70102854-70111072:70102854-70111436:-","A5","12","qC2"
"659","Bscl2","ENSMUSG00000071657;A3:19:8847547-8847667:8847547-8847914:+","A3","19","qA"
"660","Lrrtm4","ENSMUSG00000052581;AF:6:80018877:80019186-80021614:80019342:80019706-80021614:+","AF","6","qC3"
"661","Rpap1","ENSMUSG00000034032;SE:2:119783970-119787187:119787297-119787435:-","SE","2","qE5"
"662","Tcte2","ENSMUSG00000038347;AF:17:13728022-13732636:13732898:13728022-13761286:13761367:-","AF","17","qA1-qA2"
"663","Ing1","ENSMUSG00000045969;AF:8:11556066:11557045-11561418:11558429:11558566-11561418:+","AF","8","qA1.1"
"664","Ccdc120","ENSMUSG00000031150;AF:X:7738523-7741212:7741341:7738523-7750598:7750905:-","AF","X","qA1.1"
"665","Ezh2","ENSMUSG00000029687;SE:6:47556150-47561669:47561938-47576536:-","SE","6","qB2.3"
"666","Ptk2","ENSMUSG00000022607;AF:15:73394744-73423009:73423125:73394744-73423239:73423280:-","AF","15","qD3"
"667","Rbfox1","ENSMUSG00000008658;MX:16:7353064-7363865:7363904-7375905:7353064-7369801:7369843-7375905:+","MX","16","qA1"
"668","Kcna6","ENSMUSG00000038077;SE:6:126708707-126727480:126727585-126735215:-","SE","6","qF3"
"669","Apol7a","ENSMUSG00000010601;AF:15:77396317-77398315:77398451:77396317-77398938:77399086:-","AF","15","qD3"
"670","Dbn1","ENSMUSG00000034675;AF:13:55483442-55486581:55486660:55483442-55487509:55487633:-","AF","13","qB1"
"671","Gm18795","ENSMUSG00000113134;A3:12:101300863-101303709:101300863-101303712:+","A3","12","qE"
"672","Aen","ENSMUSG00000030609;AF:7:78895927:78896014-78902230:78900454:78900567-78902230:+","AF","7","qD2"
"673","Dtnb","ENSMUSG00000071454;AF:12:3572381:3572647-3589171:3572984:3573232-3589171:+","AF","12","qA1.1"
"674","Ptprq","ENSMUSG00000035916;A3:10:107686653-107688331:107686650-107688331:-","A3","10","qD1"
"675","Il15ra","ENSMUSG00000023206;AF:2:11705375:11705578-11718264:11705777:11705944-11718264:+","AF","2","qA1"
"676","Adcyap1r1","ENSMUSG00000029778;MX:6:55485033-55487659:55487742-55494077:55485033-55491227:55491310-55494077:+","MX","6","qB3"
"677","Rabl2","ENSMUSG00000022621;RI:15:89583910:89584007-89584344:89584390:-","RI","15","qE3"
"678","Hnrnpf","ENSMUSG00000042079;AF:6:117900340:117900506-117917470:117916981:117917071-117917470:+","AF","6","qF1"
"679","Pcmt1","ENSMUSG00000019795;AF:10:7649155-7651350:7651536:7649155-7680907:7681136:-","AF","10","qA1"
"680","Tbc1d14","ENSMUSG00000029192;AF:5:36572037-36574291:36574325:36572037-36582355:36582397:-","AF","5","qB3"
"681","Acin1","ENSMUSG00000022185;A3:14:54653317-54653535:54653278-54653535:-","A3","14","qC2"
"682","Cdk14","ENSMUSG00000028926;AF:5:5249228-5265133:5265309:5249228-5420069:5420312:-","AF","5","qA1"
"683","Med12l","ENSMUSG00000056476;A3:3:59262345-59262863:59262345-59263125:+","A3","3","qD"
"684","Pask","ENSMUSG00000026274;A5:1:93337580-93343258:93337580-93343266:-","A5","1","qD"
"685","Bzw2","ENSMUSG00000020547;MX:12:36124038-36129992:36130168-36156668:36124038-36134891:36134955-36156668:-","MX","12","qA3"
"686","Polr2e","ENSMUSG00000004667;RI:10:80036527:80036598-80036764:80036973:-","RI","10","qC1"
"687","Ranbp17","ENSMUSG00000040594;SE:11:33329544-33404038:33404199-33441803:-","SE","11","qA4"
"688","Ptgs1","ENSMUSG00000047250;AF:2:36230556:36230763-36237207:36236249:36236365-36237207:+","AF","2","qB"
"689","Zmym3","ENSMUSG00000031310;SE:X:101417330-101418795:101418952-101419698:-","SE","X","qC3"
"690","Rgs1","ENSMUSG00000026358;A5:1:144247967-144248479:144247967-144248901:-","A5","1","qF"
"691","Rell2","ENSMUSG00000044024;SE:18:37956994-37957089:37957155-37957589:+","SE","18","qB3"
"692","Dmkn","ENSMUSG00000060962;SE:7:30765473-30766473:30766517-30767160:+","SE","7","qB1"
"693","Cep128","ENSMUSG00000061533;SE:12:91234220-91255575:91255739-91259986:-","SE","12","qD3"
"694","1700012B07Rik","ENSMUSG00000020617;AF:11:109813746-109814012:109814074:109813746-109827838:109828022:-","AF","11","qE1"
"695","Svil","ENSMUSG00000024236;AF:18:4993813:4993987-5037108:5035166:5035226-5037108:+","AF","18","qA1"
"696","Lbx2","ENSMUSG00000034968;AF:6:83086367:83086622-83087683:83087338:83087454-83087683:+","AF","6","qC3"
"697","Card14","ENSMUSG00000013483;RI:11:119338235:119338472-119338872:119338935:+","RI","11","qE2"
"698","Shisa5","ENSMUSG00000025647;AF:9:109051096:109051135-109051364:109051200:109051233-109051364:+","AF","9","qF2"
"699","Cep72","ENSMUSG00000021572;SE:13:74058494-74059442:74059569-74062184:-","SE","13","qC1"
"700","Fastk","ENSMUSG00000028959;A3:5:24444258-24444375:24444126-24444375:-","A3","5","qA3"
"701","Psmc6","ENSMUSG00000021832;SE:14:45330103-45330366:45330521-45330830:+","SE","14","qC1"
"702","Col25a1","ENSMUSG00000058897;MX:3:130439339-130474808:130474867-130476369:130439339-130475593:130475664-130476369:+","MX","3","qG3"
"703","Klhl22","ENSMUSG00000022750;AF:16:17759618:17759694-17764384:17760355:17760489-17764384:+","AF","16","qA3"
"704","Capg","ENSMUSG00000056737;AF:6:72547940:72548026-72555273:72549458:72549501-72555273:+","AF","6","qC1"
"705","Zscan21","ENSMUSG00000037017;AF:5:138116937:138117007-138124978:138117041:138117920-138124978:+","AF","5","qG2"
"706","Gtpbp2","ENSMUSG00000023952;AF:17:46161032:46161291-46163483:46163226:46163370-46163483:+","AF","17","qC"
"707","Nexn","ENSMUSG00000039103;AF:3:152255365-152265713:152265795:152255365-152266217:152266318:-","AF","3","qH3"
"708","Gnpda1","ENSMUSG00000052102;SE:18:38328973-38330486:38330660-38333154:-","SE","18","qB3"
"709","Cdkl3","ENSMUSG00000020389;AL:11:52033611-52033782:52033802:52033611-52037431:52038165:+","AL","11","qB1.3"
"710","Cracd","ENSMUSG00000036377;A5:5:76859154-76866000:76859145-76866000:+","A5","5","qC3.3"
"711","Lrfn5","ENSMUSG00000035653;AL:12:61524830-61604966:61605008:61524830-61669480:61671824:+","AL","12","qC1"
"712","Evl","ENSMUSG00000021262;AF:12:108554720:108555213-108648315:108635710:108635884-108648315:+","AF","12","qF1"
"713","Zfp532","ENSMUSG00000042439;A5:18:65581148-65582897:65581085-65582897:+","A5","18","qE1"
"714","Med7","ENSMUSG00000020397;A5:11:46437312-46439806:46437191-46439806:+","A5","11","qB1.1"
"715","Sema4d","ENSMUSG00000021451;AF:13:51725542-51752100:51752165:51725542-51754596:51754765:-","AF","13","qA5"
"716","Smarca2","ENSMUSG00000024921;A5:19:26748544-26749852:26748537-26749852:+","A5","19","qC1"
"717","Dcaf17","ENSMUSG00000041966;AF:2:71055328:71055496-71056495:71055758:71055916-71056495:+","AF","2","qC2"
"718","Rps6ka5","ENSMUSG00000021180;AF:12:100678589-100724477:100724501:100678589-100724781:100725120:-","AF","12","qE"
"719","Cpox","ENSMUSG00000022742;AF:16:58677839:58677944-58717129:58715256:58715486-58717129:+","AF","16","qC1.2"
"720","Cdc42ep4","ENSMUSG00000041598;AF:11:113729665-113739279:113739322:113729665-113750954:113751154:-","AF","11","qE2"
"721","Sfswap","ENSMUSG00000029439;A5:5:129503698-129503983:129503593-129503983:+","A5","5","qG1.3"
"722","Nup35","ENSMUSG00000026999;AF:2:80638832:80638932-80642625:80639264:80639404-80642625:+","AF","2","qC3"
"723","Rab43","ENSMUSG00000030055;AF:6:87794797-87809619:87809757:87794797-87812126:87812164:-","AF","6","qD1"
"724","Shisa5","ENSMUSG00000025647;AF:9:109038602:109038764-109040870:109040416:109040484-109040870:+","AF","9","qF2"
"725","Gabpb1","ENSMUSG00000027361;AF:2:126658577-126675295:126675339:126658577-126675356:126675568:-","AF","2","qF1"
"726","Iqce","ENSMUSG00000036555;AF:5:140699732-140701942:140701969:140699732-140702182:140702339:-","AF","5","qG2"
"727","Egr2","ENSMUSG00000037868;AF:10:67535583:67535738-67538281:67537930:67537979-67538281:+","AF","10","qB5.1"
"728","Tcte2","ENSMUSG00000038347;AF:17:13728022-13732636:13732898:13728022-13761286:13761825:-","AF","17","qA1-qA2"
"729","Abcb4","ENSMUSG00000042476;AF:5:8893721:8893907-8896573:8893949:8894164-8896573:+","AF","5","qA1"
"730","Vmn1r58","ENSMUSG00000078808;A3:7:5411424-5413001:5410381-5413001:-","A3","7","qA1"
"731","Spats1","ENSMUSG00000023935;AL:17:45445877:45446083-45449435:45448937:45449191-45449435:-","AL","17","qC"
"732","Cyp2r1","ENSMUSG00000030670;A3:7:114552944-114554591:114552876-114554591:-","A3","7","qF1"
"733","Cep97","ENSMUSG00000022604;AF:16:55930608-55933837:55934480:55930608-55934753:55934797:-","AF","16","qC1.1"
"734","Cav1","ENSMUSG00000007655;AF:6:17306411:17306479-17307881:17307048:17307164-17307881:+","AF","6","qA2"
"735","Nr3c1","ENSMUSG00000024431;AF:18:39487245-39489477:39489888:39487245-39519163:39519421:-","AF","18","qB3"
"736","Celf1","ENSMUSG00000005506;RI:2:91013238:91013402-91016566:91019497:+","RI","2","qE1"
"737","Sfxn4","ENSMUSG00000063698;SE:19:60855852-60856933:60857127-60857210:-","SE","19","qD3"
"738","Smpx","ENSMUSG00000041476;SE:X:157703012-157706934:157706973-157714587:+","SE","X","qF4"
"739","Pidd1","ENSMUSG00000025507;RI:7:141442151:141442564-141442968:141443356:-","RI","7","qF5"
"740","Rnf44","ENSMUSG00000034928;RI:13:54683961:54684150-54684338:54684488:-","RI","13","qB1"
"741","Recql","ENSMUSG00000030243;AF:6:142384576-142386719:142387009:142384576-142387022:142387082:-","AF","6","qG2"
"742","P2rx7","ENSMUSG00000029468;AF:5:122644009:122644198-122652727:122650424:122650539-122652727:+","AF","5","qF"
"743","Exo1","ENSMUSG00000039748;SE:1:175883068-175886690:175886809-175887578:+","SE","1","qH3"
"744","Slc66a2","ENSMUSG00000034006;A5:18:80256403-80256782:80256318-80256782:+","A5","18","qE3"
"745","C77080","ENSMUSG00000050390;AF:4:129226013-129227727:129227911:129226013-129239006:129239174:-","AF","4","qD2.2"
"746","Camk2b","ENSMUSG00000057897;SE:11:5977940-5978399:5978512-5979673:-","SE","11","qA1"
"747","Sirt4","ENSMUSG00000029524;AF:5:115483118-115484053:115484297:115483118-115484332:115484366:-","AF","5","qF"
"748","Megf11","ENSMUSG00000036466;AL:9:64700153-64700363:64700975:64700153-64705727:64705933:+","AL","9","qC"
"749","Tank","ENSMUSG00000064289;AF:2:61578586:61578693-61613651:61593077:61593208-61613651:+","AF","2","qC1.3"
"750","Cage1","ENSMUSG00000044566;SE:13:38028190-38032365:38032624-38036788:-","SE","13","qA3.3"
"751","Oxsm","ENSMUSG00000021786;AF:14:16242798-16243017:16243287:16242798-16249122:16249174:-","AF","14","qA1"
"752","Sfi1","ENSMUSG00000023764;AF:11:3170704-3176378:3176466:3170704-3177427:3177493:-","AF","11","qA1"
"753","Qtrt2","ENSMUSG00000022704;A5:16:43880354-43880829:43880354-43880968:-","A5","16","qB4"
"754","Ceacam1","ENSMUSG00000074272;AL:7:25463693:25463900-25464849:25464460:25464749-25464849:-","AL","7","qA3"
"755","Plp1","ENSMUSG00000031425;A5:X:136832214-136833268:136832109-136833268:+","A5","X","qF1"
"756","Htra2","ENSMUSG00000068329;AF:6:83053817-83053921:83054442:83053817-83054831:83055165:-","AF","6","qC3"
"757","Klhdc3","ENSMUSG00000063576;AL:17:46674553:46675152-46676316:46675764:46676221-46676316:-","AL","17","qC"
"758","Alg3","ENSMUSG00000033809;AF:16:20608889-20610580:20610761:20608889-20611574:20611735:-","AF","16","qA3"
"759","Nalcn","ENSMUSG00000000197;MX:14:123515773-123571975:123572094-123592682:123515773-123590803:123590927-123592682:-","MX","14","qE5"
"760","Cryz","ENSMUSG00000028199;A5:3:154597527-154604892:154597518-154604892:+","A5","3","qH4"
"761","Dvl1","ENSMUSG00000029071;RI:4:155854566:155854800-155854886:155855025:+","RI","4","qE2"
"762","Ndufaf7","ENSMUSG00000024082;SE:17:78943944-78944941:78945084-78946296:+","SE","17","qE3"
"763","Slc39a9","ENSMUSG00000048833;MX:12:80673294-80675849:80675934-80679475:80673294-80677132:80677266-80679475:+","MX","12","qC3"
"764","Kmt5b","ENSMUSG00000045098;AF:19:3768146:3768340-3782220:3768547:3768702-3782220:+","AF","19","qA"
"765","Rab15","ENSMUSG00000021062;AF:12:76804503-76805259:76805478:76804503-76822194:76822462:-","AF","12","qC3"
"766","Cpeb3","ENSMUSG00000039652;AF:19:37174985-37177908:37178017:37174985-37207295:37207508:-","AF","19","qC2"
"767","Ccdc120","ENSMUSG00000031150;AF:X:7738523-7740155:7740207:7738523-7750598:7750905:-","AF","X","qA1.1"
"768","Dennd1a","ENSMUSG00000035392;AF:2:38159850-38166050:38166081:38159850-38243402:38243470:-","AF","2","qB"
"769","Fbxo6","ENSMUSG00000055401;AF:4:148149666-148151830:148151925:148149666-148152013:148152140:-","AF","4","qE2"
"770","Usp46","ENSMUSG00000054814;SE:5:74032517-74037033:74037113-74068250:-","SE","5","qC3.3"
"771","Mrpl49","ENSMUSG00000007338;AF:19:6055200-6056929:6057079:6055200-6057659:6057758:-","AF","19","qA"
"772","Xlr3a","ENSMUSG00000057836;A5:X:73094252-73094824:73094252-73094961:-","A5","X","qA7.3"
"773","Xlr3a","ENSMUSG00000057836;AF:X:73095082-73096833:73096878:73095082-73096981:73097095:-","AF","X","qA7.3"
"774","C4bp","ENSMUSG00000026405;A5:1:130639233-130642934:130639233-130642973:-","A5","1","qE4"
"775","Slc4a9","ENSMUSG00000024485;RI:18:36531100:36531216-36531352:36531526:+","RI","18","qB2"
"776","Serpinb6a","ENSMUSG00000060147;SE:13:33931646-33996243:33996351-34002466:-","SE","13","qA3.3"
"777","Chrna9","ENSMUSG00000029205;SE:5:65935034-65935402:65935496-65967782:+","SE","5","qC3.1"
"778","Add3","ENSMUSG00000025026;AF:19:53143005:53143089-53203414:53181596:53181734-53203414:+","AF","19","qD2"
"779","Slc29a1","ENSMUSG00000023942;SE:17:45590338-45593332:45593432-45595482:-","SE","17","qC"
"780","Fxyd4","ENSMUSG00000004988;RI:6:117935854:117935922-117936738:117936780:-","RI","6","qF1"
"781","Glrx2","ENSMUSG00000018196;AF:1:143739029:143739442-143741648:143739618:143739758-143741648:+","AF","1","qF"
"782","Sphk1","ENSMUSG00000061878;AF:11:116532444:116532691-116533970:116533268:116533368-116533970:+","AF","11","qE2"
"783","9130401M01Rik","ENSMUSG00000101892;SE:15:58031100-58031984:58032148-58034084:-","SE","15","qD1"
"784","Slitrk4","ENSMUSG00000046699;SE:X:64273109-64274019:64274090-64276800:-","SE","X","qA7.1"
"785","Slc44a2","ENSMUSG00000057193;AF:9:21320748:21320851-21338441:21337828:21337962-21338441:+","AF","9","qA3"
"786","Gsto2","ENSMUSG00000025069;AF:19:47865580:47865633-47869686:47865788:47865929-47869686:+","AF","19","qD1"
"787","Garnl3","ENSMUSG00000038860;AF:2:33064078-33085875:33086366:33064078-33104849:33105028:-","AF","2","qB"
"788","Ggt5","ENSMUSG00000006344;AF:10:75589381:75589882-75605256:75604081:75604162-75605256:+","AF","10","qC1"
"789","Capg","ENSMUSG00000056737;AF:6:72549458:72549501-72555273:72549652:72549868-72555273:+","AF","6","qC1"
"790","Tubgcp4","ENSMUSG00000027263;AF:2:121170654:121170710-121173558:121171293:121171471-121173558:+","AF","2","qE5"
"791","Ddo","ENSMUSG00000063428;AL:10:40637521-40639668:40641568:40637521-40673686:40674915:+","AL","10","qB1"
"792","Oprm1","ENSMUSG00000000766;AF:10:6758593:6758690-6828885:6788837:6789158-6828885:+","AF","10","qA1"
"793","Nol8","ENSMUSG00000021392;A5:13:49653863-49654347:49653131-49654347:+","A5","13","qA5"
